codigo_ocorrencia;codigo_ocorrencia1;codigo_ocorrencia2;ocorrencia_classificacao;ocorrencia_cidade;ocorrencia_uf;ocorrencia_pais;ocorrencia_aerodromo;ocorrencia_dia;ocorrencia_hora;total_recomendacoes
50807;50807;50807;ACIDENTE;TRINDADE;GO;BRASIL;****;15/02/2014;11:30:00;0
50808;50808;50808;ACIDENTE;BRAGANÇA;PA;BRASIL;****;15/02/2014;22:00:00;0
51019;51019;51019;INCIDENTE GRAVE;CABO FRIO;RJ;BRASIL;SBCB;16/02/2014;09:52:00;0
51265;51265;51265;INCIDENTE;BRASÍLIA;DF;BRASIL;SBBR;17/02/2014;17:45:00;0
51266;51266;51266;INCIDENTE;BELO HORIZONTE;MG;BRASIL;SBPR;17/02/2014;18:30:00;0
50809;50809;50809;ACIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBRJ;18/02/2014;13:15:00;0
51267;51267;51267;INCIDENTE;RIO BRANCO;AC;BRASIL;SBRB;18/02/2014;20:36:00;0
50810;50810;50810;ACIDENTE;UIRAMUTÃ;RR;BRASIL;SJLO;19/02/2014;17:35:00;0
50952;50952;50952;ACIDENTE;ARAGUAÍNA;TO;BRASIL;SWGN;19/02/2014;19:21:00;0
51012;51012;51012;ACIDENTE;ALTO PARAGUAI;MT;BRASIL;****;19/02/2014;14:30:00;0
51268;51268;51268;INCIDENTE;UBERLÂNDIA;MG;BRASIL;SBUL;19/02/2014;22:20:00;0
52876;52876;52876;ACIDENTE;RONDONÓPOLIS;MT;BRASIL;****;19/02/2014;11:00:00;0
51017;51017;51017;INCIDENTE;UBERLÂNDIA;MG;BRASIL;SBUL;20/02/2014;20:16:00;0
51269;51269;51269;INCIDENTE;BELO HORIZONTE;MG;BRASIL;SBBH;20/02/2014;12:48:00;0
51016;51016;51016;INCIDENTE GRAVE;SOROCABA;SP;BRASIL;SDCO;21/02/2014;20:44:00;0
50991;50991;50991;ACIDENTE;COTRIGUAÇU;MT;BRASIL;****;24/02/2014;09:00:00;0
50812;50812;50812;ACIDENTE;NOVA RAMADA;RS;BRASIL;****;25/02/2014;20:12:00;0
50983;50983;50983;ACIDENTE;ARAGUAÍNA;TO;BRASIL;****;26/02/2014;11:15:00;0
51433;51433;51433;ACIDENTE;AMERICANA;SP;BRASIL;SDAI;26/02/2014;15:30:00;0
50975;50975;50975;ACIDENTE;URUÇUÍ;PI;BRASIL;****;27/02/2014;20:30:00;0
51020;51020;51020;INCIDENTE GRAVE;RIO DE JANEIRO;RJ;BRASIL;SBGL;28/02/2014;19:10:00;1
50976;50976;50976;ACIDENTE;ATIBAIA;SP;BRASIL;SDVH;02/03/2014;16:20:00;0
50977;50977;50977;ACIDENTE;CAROLINA;MA;BRASIL;****;03/03/2014;11:26:00;0
51021;51021;51021;INCIDENTE GRAVE;SANTO ÂNGELO;RS;BRASIL;****;03/03/2014;13:35:00;0
51434;51434;51434;ACIDENTE;JOÃO MONLEVADE;MG;BRASIL;****;04/03/2014;19:30:00;0
50916;50916;50916;INCIDENTE GRAVE;RIO BRANCO;AC;BRASIL;****;06/03/2014;13:00:00;1
51078;51078;51078;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBGL;08/03/2014;09:20:00;0
50978;50978;50978;ACIDENTE;ARIPUANÃ;MT;BRASIL;****;09/03/2014;13:40:00;0
51022;51022;51022;INCIDENTE GRAVE;MARÍLIA;SP;BRASIL;****;09/03/2014;17:10:00;0
51285;51285;51285;INCIDENTE;RIBEIRÃO PRETO;SP;BRASIL;****;09/03/2014;14:21:00;0
51435;51435;51435;ACIDENTE;ITABAIANA;SE;BRASIL;****;09/03/2014;19:45:00;0
51023;51023;51023;INCIDENTE GRAVE;CHAVES;PA;BRASIL;SNXW;10/03/2014;17:30:00;1
51302;51302;51302;INCIDENTE;SALVADOR;BA;BRASIL;****;10/03/2014;22:13:00;0
50979;50979;50979;ACIDENTE;SANTA ROSA DO PURUS;AC;BRASIL;SSPQ;11/03/2014;20:00:00;0
50980;50980;50980;ACIDENTE;CONCEIÇÃO DO ARAGUAIA;PA;BRASIL;****;11/03/2014;18:30:00;0
51304;51304;51304;INCIDENTE;UBATUBA;SP;BRASIL;****;11/03/2014;18:50:00;0
51307;51307;51307;INCIDENTE;CAMPINAS;SP;BRASIL;SBKP;13/03/2014;21:57:00;0
50981;50981;50981;ACIDENTE;URUÇUÍ;PI;BRASIL;****;14/03/2014;20:30:00;0
50753;50753;50753;ACIDENTE;JUNDIAÍ;SP;BRASIL;SBJD;16/03/2014;16:30:00;0
51024;51024;51024;INCIDENTE GRAVE;VALENÇA;RJ;BRASIL;SNVB;16/03/2014;17:00:00;0
51025;51025;51025;INCIDENTE GRAVE;LONDRINA;PR;BRASIL;SBLO;17/03/2014;15:36:00;0
51026;51026;51026;INCIDENTE GRAVE;CURITIBA;PR;BRASIL;SBBI;17/03/2014;19:48:00;1
50972;50972;50972;ACIDENTE;JACAREACANGA;PA;BRASIL;****;18/03/2014;15:50:00;1
51079;51079;51079;INCIDENTE;COARI;AM;BRASIL;****;18/03/2014;18:45:00;0
51308;51308;51308;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBGL;18/03/2014;11:10:00;0
51309;51309;51309;INCIDENTE;FORTALEZA;CE;BRASIL;SBFZ;18/03/2014;12:35:00;0
51310;51310;51310;INCIDENTE;TEFÉ;AM;BRASIL;SBTF;20/03/2014;13:41:00;0
51314;51314;51314;INCIDENTE;BELO HORIZONTE;MG;BRASIL;SBBH;21/03/2014;08:35:00;0
51315;51315;51315;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBJR;21/03/2014;13:30:00;0
51080;51080;51080;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBJR;22/03/2014;20:08:00;0
51317;51317;51317;INCIDENTE;BOTUCATU;SP;BRASIL;SDBK;22/03/2014;19:50:00;0
51455;51455;51455;INCIDENTE;BARRA DO PIRAÍ;RJ;BRASIL;****;22/03/2014;12:00:00;0
50992;50992;50992;ACIDENTE;RIBEIRÃO PRETO;SP;BRASIL;****;23/03/2014;13:55:00;0
50993;50993;50993;ACIDENTE;PASSO FUNDO;RS;BRASIL;****;23/03/2014;17:50:00;0
51318;51318;51318;INCIDENTE;UBERABA;MG;BRASIL;SBUR;23/03/2014;15:49:00;0
50994;50994;50994;ACIDENTE;HUMBERTO DE CAMPOS;MA;BRASIL;****;24/03/2014;13:30:00;2
51319;51319;51319;INCIDENTE;BELÉM;PA;BRASIL;SBBE;24/03/2014;18:30:00;0
51320;51320;51320;INCIDENTE;ANÁPOLIS;GO;BRASIL;****;24/03/2014;18:45:00;0
51081;51081;51081;INCIDENTE;MACAÉ;RJ;BRASIL;****;25/03/2014;20:00:00;0
51321;51321;51321;INCIDENTE;CAMPO GRANDE;MS;BRASIL;SBCG;25/03/2014;18:57:00;0
50995;50995;50995;ACIDENTE;POTIRENDABA;SP;BRASIL;****;26/03/2014;21:20:00;1
50996;50996;50996;ACIDENTE;DOM PEDRITO;RS;BRASIL;****;26/03/2014;21:45:00;1
51322;51322;51322;INCIDENTE;SALVADOR;BA;BRASIL;****;26/03/2014;13:58:00;0
50923;50923;50923;INCIDENTE;FORTALEZA;CE;BRASIL;SBFZ;28/03/2014;19:19:00;0
50998;50998;50998;ACIDENTE;SANTA RITA DO ARAGUAIA;GO;BRASIL;SIFH;28/03/2014;19:15:00;1
50999;50999;50999;ACIDENTE;BRASÍLIA;DF;BRASIL;SBBR;28/03/2014;20:42:00;0
51000;51000;51000;ACIDENTE;BRAGANÇA PAULISTA;SP;BRASIL;SBBP;29/03/2014;20:45:00;0
51323;51323;51323;INCIDENTE;CAMPO GRANDE;MS;BRASIL;SBCG;30/03/2014;05:29:00;0
51324;51324;51324;INCIDENTE;CAMPINAS;SP;BRASIL;SBKP;30/03/2014;22:54:00;0
51325;51325;51325;INCIDENTE;CURITIBA;PR;BRASIL;SBBI;03/04/2014;22:23:00;0
50974;50974;50974;ACIDENTE;CORGUINHO;MS;BRASIL;SSKG;04/04/2014;12:00:00;0
51326;51326;51326;INCIDENTE;GUARULHOS;SP;BRASIL;****;04/04/2014;06:25:00;0
51327;51327;51327;INCIDENTE;UBERLÂNDIA;MG;BRASIL;SBUL;05/04/2014;11:32:00;0
50919;50919;50919;ACIDENTE;CAMPO BONITO;PR;BRASIL;****;06/04/2014;10:25:00;0
51001;51001;51001;ACIDENTE;ARIPUANÃ;MT;BRASIL;****;06/04/2014;11:30:00;0
50973;50973;50973;ACIDENTE;ARAPONGAS;PR;BRASIL;SSOG;07/04/2014;14:35:00;0
51328;51328;51328;INCIDENTE;PORTO VELHO;RO;BRASIL;SBPV;07/04/2014;18:15:00;0
51330;51330;51330;INCIDENTE;CABO FRIO;RJ;BRASIL;****;07/04/2014;17:15:00;0
51336;51336;51336;INCIDENTE;BELO HORIZONTE;MG;BRASIL;SBBH;08/04/2014;22:45:00;0
50918;50918;50918;ACIDENTE;AMERICANA;SP;BRASIL;SDAI;09/04/2014;14:40:00;0
50921;50921;50921;INCIDENTE;SANTANA DO PARAÍSO;MG;BRASIL;SBIP;09/04/2014;16:30:00;0
50922;50922;50922;INCIDENTE;FOZ DO IGUAÇU;PR;BRASIL;SBFI;09/04/2014;18:08:00;0
50985;50985;50985;ACIDENTE;PATOS DE MINAS;MG;BRASIL;****;09/04/2014;10:00:00;0
51027;51027;51027;INCIDENTE GRAVE;GUARULHOS;SP;BRASIL;SBGR;09/04/2014;16:17:00;3
51031;51031;51031;INCIDENTE GRAVE;MIRANORTE;TO;BRASIL;****;09/04/2014;17:30:00;0
51337;51337;51337;INCIDENTE;BELO HORIZONTE;MG;BRASIL;SBBH;10/04/2014;19:44:00;0
51338;51338;51338;INCIDENTE;SALVADOR;BA;BRASIL;SBSV;10/04/2014;11:30:00;0
51082;51082;51082;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBGL;11/04/2014;01:00:00;0
51013;51013;51013;ACIDENTE;EDÉIA;GO;BRASIL;****;12/04/2014;19:30:00;0
51083;51083;51083;INCIDENTE;GOIÂNIA;GO;BRASIL;SBGO;12/04/2014;15:59:00;6
51339;51339;51339;INCIDENTE;JOINVILLE;SC;BRASIL;SBJV;13/04/2014;15:19:00;0
51340;51340;51340;INCIDENTE;VÁRZEA GRANDE;MT;BRASIL;SBCY;14/04/2014;19:00:00;0
51002;51002;51002;ACIDENTE;RIO GRANDE;RS;BRASIL;SJRG;15/04/2014;18:45:00;0
51341;51341;51341;INCIDENTE;BELÉM;PA;BRASIL;SBJC;15/04/2014;20:53:00;0
51003;51003;51003;ACIDENTE;IRANDUBA;AM;BRASIL;****;16/04/2014;20:40:00;0
51018;51018;51018;INCIDENTE GRAVE;RIO DE JANEIRO;RJ;BRASIL;SBJR;16/04/2014;17:07:00;0
51342;51342;51342;INCIDENTE;SÃO JOSÉ DOS PINHAIS;PR;BRASIL;SBCT;17/04/2014;03:10:00;0
51391;51391;51391;ACIDENTE;CURITIBA;PR;BRASIL;SBBI;17/04/2014;15:35:00;0
51441;51441;51441;INCIDENTE GRAVE;PATROCÍNIO;MG;BRASIL;SNPJ;17/04/2014;20:30:00;0
51084;51084;51084;INCIDENTE;GUARULHOS;SP;BRASIL;SBGR;19/04/2014;14:41:00;0
51343;51343;51343;INCIDENTE;SÃO PAULO;SP;BRASIL;SBMT;19/04/2014;13:25:00;0
51032;51032;51032;INCIDENTE GRAVE;CAICÓ;RN;BRASIL;SNKK;20/04/2014;13:00:00;0
51004;51004;51004;ACIDENTE;SÃO DESIDÉRIO;BA;BRASIL;****;22/04/2014;19:45:00;2
51005;51005;51005;ACIDENTE;DOM PEDRITO;RS;BRASIL;****;22/04/2014;13:00:00;0
51344;51344;51344;INCIDENTE;CONFINS;MG;BRASIL;SBCF;22/04/2014;12:30:00;0
51006;51006;51006;ACIDENTE;TAQUARUSSU;MS;BRASIL;****;23/04/2014;12:30:00;0
51007;51007;51007;ACIDENTE;SOROCABA;SP;BRASIL;SDCO;24/04/2014;18:55:00;0
51008;51008;51008;ACIDENTE;AMERICANA;SP;BRASIL;SDAI;24/04/2014;17:00:00;0
51456;51456;51456;INCIDENTE;FOZ DO IGUAÇU;PR;BRASIL;SBFI;24/04/2014;05:20:00;0
51086;51086;51086;INCIDENTE;FORTALEZA;CE;BRASIL;SBFZ;26/04/2014;08:23:00;0
51442;51442;51442;INCIDENTE GRAVE;OROCÓ;PE;BRASIL;****;26/04/2014;19:00:00;3
51457;51457;51457;INCIDENTE;CAMPINAS;SP;BRASIL;SBKP;26/04/2014;21:44:00;0
51393;51393;51393;ACIDENTE;PEDRA PRETA;MT;BRASIL;****;27/04/2014;20:00:00;1
80059;80059;80059;INCIDENTE;IVINHEMA;MS;BRASIL;*****;27/04/2014;11:30:00;0
51345;51345;51345;INCIDENTE;FLORIANÓPOLIS;SC;BRASIL;SBFL;29/04/2014;11:20:00;0
51346;51346;51346;INCIDENTE;SOROCABA;SP;BRASIL;SDCO;29/04/2014;18:50:00;0
51009;51009;51009;ACIDENTE;ITAITUBA;PA;BRASIL;****;30/04/2014;22:15:00;0
51033;51033;51033;INCIDENTE GRAVE;CORRENTINA;BA;BRASIL;SNTY;30/04/2014;11:30:00;1
51458;51458;51458;INCIDENTE;SÃO JOSÉ DOS PINHAIS;PR;BRASIL;SBCT;30/04/2014;10:11:00;0
51443;51443;51443;INCIDENTE GRAVE;ITANHAÉM;SP;BRASIL;SDIM;01/05/2014;14:42:00;0
51010;51010;51010;ACIDENTE;LUZIÂNIA;GO;BRASIL;SWUZ;02/05/2014;19:00:00;6
51011;51011;51011;ACIDENTE;AQUIRAZ;CE;BRASIL;****;03/05/2014;15:30:00;2
51437;51437;51437;INCIDENTE GRAVE;TAUBATÉ;SP;BRASIL;****;03/05/2014;14:50:00;0
51444;51444;51444;INCIDENTE GRAVE;MARABÁ;PA;BRASIL;SBMA;03/05/2014;19:02:00;4
51347;51347;51347;INCIDENTE;DIADEMA;SP;BRASIL;****;04/05/2014;16:00:00;0
51569;51569;51569;INCIDENTE;SÃO JOSÉ DOS CAMPOS;SP;BRASIL;SBSJ;04/05/2014;16:16:00;0
51459;51459;51459;INCIDENTE;PORTO ALEGRE;RS;BRASIL;SBPA;05/05/2014;16:55:00;0
51460;51460;51460;INCIDENTE;BRASÍLIA;DF;BRASIL;SBBR;07/05/2014;20:09:00;0
51417;51417;51417;INCIDENTE GRAVE;SÃO PAULO;SP;BRASIL;SBMT;08/05/2014;11:27:00;0
51461;51461;51461;INCIDENTE;BELO HORIZONTE;MG;BRASIL;SBBH;08/05/2014;22:55:00;0
51445;51445;51445;INCIDENTE GRAVE;CARAZINHO;RS;BRASIL;SSKZ;09/05/2014;16:05:00;0
51446;51446;51446;INCIDENTE GRAVE;JATAÍ;GO;BRASIL;SWJW;09/05/2014;13:30:00;0
51451;51451;51451;INCIDENTE;ALTAMIRA;PA;BRASIL;SBHT;09/05/2014;12:49:00;0
51462;51462;51462;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBJR;09/05/2014;00:02:00;0
51463;51463;51463;INCIDENTE;GOIÂNIA;GO;BRASIL;SBGO;09/05/2014;17:50:00;0
51394;51394;51394;ACIDENTE;FOZ DO IGUAÇU;PR;BRASIL;****;10/05/2014;20:00:00;0
51412;51412;51412;ACIDENTE;CACHOEIRA DO SUL;RS;BRASIL;****;10/05/2014;20:25:00;4
51464;51464;51464;INCIDENTE;BARREIRAS;BA;BRASIL;SNBR;10/05/2014;13:40:00;0
51465;51465;51465;INCIDENTE;RECIFE;PE;BRASIL;SBRF;12/05/2014;02:00:00;0
51448;51448;51448;INCIDENTE GRAVE;SANTA INÊS;MA;BRASIL;SJBY;13/05/2014;13:55:00;1
51449;51449;51449;INCIDENTE GRAVE;SINOP;MT;BRASIL;SWSI;13/05/2014;15:50:00;1
51471;51471;51471;INCIDENTE;SANTARÉM;PA;BRASIL;SBSN;13/05/2014;11:43:00;0
51452;51452;51452;INCIDENTE;ARACAJU;SE;BRASIL;SBAR;14/05/2014;15:34:00;0
51472;51472;51472;INCIDENTE;SÃO PAULO;SP;BRASIL;SBMT;14/05/2014;20:20:00;0
51473;51473;51473;INCIDENTE;FORTALEZA;CE;BRASIL;SBFZ;14/05/2014;11:15:00;0
51474;51474;51474;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBJR;15/05/2014;13:48:00;0
51475;51475;51475;INCIDENTE;TABATINGA;AM;BRASIL;SBTT;16/05/2014;15:05:00;0
51477;51477;51477;INCIDENTE;SANTARÉM;PA;BRASIL;SBSN;16/05/2014;12:10:00;0
51453;51453;51453;INCIDENTE;SÃO JOSÉ DO RIO PRETO;SP;BRASIL;SBSR;17/05/2014;11:53:00;0
51478;51478;51478;INCIDENTE;JUNDIAÍ;SP;BRASIL;SBJD;17/05/2014;18:42:00;0
51479;51479;51479;INCIDENTE;LONDRINA;PR;BRASIL;SBLO;18/05/2014;20:46:00;0
51436;51436;51436;ACIDENTE;BRASÍLIA;DF;BRASIL;****;19/05/2014;18:00:00;0
51413;51413;51413;ACIDENTE;ITAMARAJU;BA;BRASIL;****;21/05/2014;18:00:00;0
51480;51480;51480;INCIDENTE;BELO HORIZONTE;MG;BRASIL;SBBH;21/05/2014;21:50:00;0
51541;51541;51541;INCIDENTE;MANAUS;AM;BRASIL;SBEG;21/05/2014;15:20:00;0
51454;51454;51454;INCIDENTE;PALMAS;TO;BRASIL;****;22/05/2014;04:13:00;0
51481;51481;51481;INCIDENTE;ANÁPOLIS;GO;BRASIL;SBAN;27/05/2014;11:55:00;0
51438;51438;51438;INCIDENTE GRAVE;CAMPINAS;SP;BRASIL;SDAM;28/05/2014;13:25:00;0
51482;51482;51482;INCIDENTE;SÃO JOSÉ DOS CAMPOS;SP;BRASIL;SBSJ;29/05/2014;13:32:00;0
51542;51542;51542;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBJR;29/05/2014;22:37:00;0
51414;51414;51414;ACIDENTE;COARI;AM;BRASIL;SBUY;30/05/2014;02:16:00;6
51535;51535;51535;ACIDENTE;SCHROEDER;SC;BRASIL;****;31/05/2014;17:46:00;0
51543;51543;51543;INCIDENTE;BELÉM;PA;BRASIL;SBBE;31/05/2014;08:25:00;0
51544;51544;51544;INCIDENTE;SÃO JOSÉ DOS CAMPOS;SP;BRASIL;SBSJ;31/05/2014;15:25:00;0
51545;51545;51545;INCIDENTE;RECIFE;PE;BRASIL;SBRF;01/06/2014;00:45:00;0
51719;51719;51719;INCIDENTE;GUARULHOS;SP;BRASIL;SBGR;01/06/2014;18:00:00;0
51538;51538;51538;INCIDENTE;COARI;AM;BRASIL;****;03/06/2014;14:10:00;0
51546;51546;51546;INCIDENTE;TEFÉ;AM;BRASIL;SBTF;03/06/2014;18:10:00;0
51536;51536;51536;INCIDENTE GRAVE;JUNDIAÍ;SP;BRASIL;SBJD;06/06/2014;16:38:00;0
51547;51547;51547;INCIDENTE;BELO HORIZONTE;MG;BRASIL;SBBH;06/06/2014;14:36:00;0
51416;51416;51416;ACIDENTE;ARUANÃ;GO;BRASIL;****;07/06/2014;04:27:00;2
51517;51517;51517;ACIDENTE;NOVA ANDRADINA;MS;BRASIL;****;07/06/2014;11:30:00;0
51531;51531;51531;ACIDENTE;MAIRIPORÃ;SP;BRASIL;****;07/06/2014;14:50:00;0
51532;51532;51532;ACIDENTE;ITAITUBA;PA;BRASIL;****;07/06/2014;13:00:00;0
51537;51537;51537;INCIDENTE GRAVE;SANTO ANTÔNIO DO LEVERGER;MT;BRASIL;SWLV;08/06/2014;14:00:00;0
51539;51539;51539;INCIDENTE;BRASÍLIA;DF;BRASIL;SBBR;08/06/2014;17:05:00;0
51548;51548;51548;INCIDENTE;TABATINGA;AM;BRASIL;SBTT;08/06/2014;17:34:00;0
51549;51549;51549;INCIDENTE;MARINGÁ;PR;BRASIL;SBMG;08/06/2014;21:20:00;0
51570;51570;51570;INCIDENTE;BELÉM;PA;BRASIL;SBBE;08/06/2014;23:17:00;5
51550;51550;51550;INCIDENTE;BELÉM;PA;BRASIL;SBBE;10/06/2014;16:30:00;0
51533;51533;51533;ACIDENTE;BRAGANÇA PAULISTA;SP;BRASIL;SBBP;11/06/2014;15:15:00;0
51551;51551;51551;INCIDENTE;ITÁPOLIS;SP;BRASIL;SDIO;11/06/2014;22:30:00;0
51552;51552;51552;INCIDENTE;BELÉM;PA;BRASIL;SBBE;11/06/2014;21:50:00;0
51553;51553;51553;INCIDENTE;PARINTINS;AM;BRASIL;SWPI;11/06/2014;16:54:00;0
51534;51534;51534;ACIDENTE;ARUANÃ;GO;BRASIL;SWNH;13/06/2014;10:47:00;3
51554;51554;51554;INCIDENTE;JUNDIAÍ;SP;BRASIL;SBJD;14/06/2014;15:30:00;0
51555;51555;51555;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBGL;14/06/2014;04:35:00;0
51540;51540;51540;INCIDENTE;NOVA GRANADA;SP;BRASIL;****;15/06/2014;19:50:00;0
51556;51556;51556;INCIDENTE;BELÉM;PA;BRASIL;SBBE;15/06/2014;21:41:00;0
51567;51567;51567;ACIDENTE;OUROESTE;SP;BRASIL;****;17/06/2014;18:00:00;0
51557;51557;51557;INCIDENTE;MANAUS;AM;BRASIL;SBEG;18/06/2014;05:36:00;0
51559;51559;51559;INCIDENTE;PETROLINA;PE;BRASIL;SBPL;18/06/2014;19:33:00;0
51568;51568;51568;INCIDENTE GRAVE;MANAUS;AM;BRASIL;SWFN;19/06/2014;14:02:00;0
51653;51653;51653;ACIDENTE;CRUZ ALTA;RS;BRASIL;SSAK;19/06/2014;19:00:00;1
51691;51691;51691;INCIDENTE;FLORIANÓPOLIS;SC;BRASIL;SBFL;20/06/2014;11:30:00;0
51558;51558;51558;INCIDENTE;DOURADOS;MS;BRASIL;****;21/06/2014;18:28:00;0
51673;51673;51673;INCIDENTE GRAVE;SANTANA DO LIVRAMENTO;RS;BRASIL;SSZW;23/06/2014;13:45:00;0
51692;51692;51692;INCIDENTE;SÃO JOSÉ DOS PINHAIS;PR;BRASIL;SBCT;23/06/2014;12:40:00;0
51591;51591;51591;INCIDENTE;GOIÂNIA;GO;BRASIL;SBGO;24/06/2014;21:00:00;0
51592;51592;51592;INCIDENTE;PARINTINS;AM;BRASIL;SWPI;24/06/2014;02:50:00;0
51693;51693;51693;INCIDENTE;LONDRINA;PR;BRASIL;SBLO;25/06/2014;07:39:00;0
51571;51571;51571;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBJR;27/06/2014;14:28:00;0
51731;51731;51731;ACIDENTE;FORTALEZA;CE;BRASIL;****;27/06/2014;14:30:00;0
51757;51757;51757;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBRJ;27/06/2014;15:30:00;0
51593;51593;51593;INCIDENTE;MANAQUIRI;AM;BRASIL;****;29/06/2014;20:40:00;0
51596;51596;51596;ACIDENTE;ITAÍ;SP;BRASIL;****;30/06/2014;21:00:00;0
51654;51654;51654;ACIDENTE;CARAZINHO;RS;BRASIL;SSIJ;30/06/2014;21:12:00;0
51674;51674;51674;INCIDENTE GRAVE;BELO HORIZONTE;MG;BRASIL;SBBH;30/06/2014;15:36:00;3
51694;51694;51694;INCIDENTE;RIO BRANCO;AC;BRASIL;SBRB;01/07/2014;17:48:00;0
51695;51695;51695;INCIDENTE;SÃO PAULO;SP;BRASIL;SBSP;02/07/2014;18:17:00;0
51594;51594;51594;INCIDENTE;CAMPINAS;SP;BRASIL;SBKP;03/07/2014;13:30:00;0
51597;51597;51597;ACIDENTE;FLORIANÓPOLIS;SC;BRASIL;SBFL;03/07/2014;17:19:00;1
51711;51711;51711;INCIDENTE;CAMPINAS;SP;BRASIL;SBKP;03/07/2014;15:10:00;0
51712;51712;51712;INCIDENTE;BAURU;SP;BRASIL;SBBU;03/07/2014;16:55:00;0
51713;51713;51713;INCIDENTE;BELÉM;PA;BRASIL;SBBE;03/07/2014;19:58:00;0
51672;51672;51672;ACIDENTE;ARACAJU;SE;BRASIL;SNAU;04/07/2014;18:52:00;0
51655;51655;51655;ACIDENTE;BOA VISTA DO RAMOS;AM;BRASIL;****;05/07/2014;12:10:00;1
51656;51656;51656;ACIDENTE;GUARARAPES;SP;BRASIL;SIJG;05/07/2014;14:00:00;0
51675;51675;51675;INCIDENTE GRAVE;PETROLINA DE GOIÁS;GO;BRASIL;****;05/07/2014;14:40:00;0
51754;51754;51754;ACIDENTE;UBATUBA;SP;BRASIL;****;05/07/2014;18:30:00;0
51765;51765;51765;INCIDENTE;MANAUS;AM;BRASIL;****;05/07/2014;13:57:00;0
51766;51766;51766;INCIDENTE;RIBEIRÃO PRETO;SP;BRASIL;SBRP;05/07/2014;19:30:00;0
51753;51753;51753;ACIDENTE;BARRA DO BUGRES;MT;BRASIL;SWBB;06/07/2014;19:05:00;0
51756;51756;51756;INCIDENTE GRAVE;ANÁPOLIS;GO;BRASIL;****;07/07/2014;12:46:00;0
51734;51734;51734;INCIDENTE;SALVADOR;BA;BRASIL;SBSV;08/07/2014;19:32:00;0
51764;51764;51764;INCIDENTE;GUARULHOS;SP;BRASIL;SBGR;08/07/2014;15:29:00;0
51763;51763;51763;INCIDENTE;VITÓRIA DA CONQUISTA;BA;BRASIL;SBQV;09/07/2014;08:51:00;0
51671;51671;51671;ACIDENTE;MONTENEGRO;RS;BRASIL;SSNG;10/07/2014;15:00:00;1
51761;51761;51761;INCIDENTE;ALTO ALEGRE;RR;BRASIL;SWUQ;10/07/2014;14:15:00;0
51762;51762;51762;INCIDENTE;SÃO LUÍS;MA;BRASIL;SBSL;10/07/2014;16:33:00;0
51676;51676;51676;INCIDENTE GRAVE;MARANGUAPE;CE;BRASIL;****;11/07/2014;13:00:00;0
51760;51760;51760;INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SDRE;11/07/2014;21:50:00;0
51720;51720;51720;ACIDENTE;BARREIRINHAS;MA;BRASIL;SSRS;12/07/2014;20:00:00;0
51755;51755;51755;INCIDENTE GRAVE;SANTA MÔNICA;PR;BRASIL;****;12/07/2014;13:30:00;0
51759;51759;51759;INCIDENTE;ANGRA DOS REIS;RJ;BRASIL;SDAG;14/07/2014;19:25:00;0
51716;51716;51716;ACIDENTE;NOVO AIRÃO;AM;BRASIL;****;16/07/2014;15:15:00;0
51735;51735;51735;INCIDENTE;GOIÂNIA;GO;BRASIL;SBGO;16/07/2014;19:58:00;0
52298;52298;52298;INCIDENTE;GUARULHOS;SP;BRASIL;****;16/07/2014;15:20:00;0
51732;51732;51732;INCIDENTE;MARABÁ;PA;BRASIL;SBMA;18/07/2014;20:34:00;0
51741;51741;51741;INCIDENTE;CONFINS;MG;BRASIL;****;19/07/2014;14:30:00;0
51752;51752;51752;ACIDENTE;BEBEDOURO;SP;BRASIL;SDBB;19/07/2014;18:10:00;0
51733;51733;51733;INCIDENTE;LONDRINA;PR;BRASIL;SBLO;20/07/2014;11:20:00;0
52539;52539;52539;INCIDENTE;RIO CLARO;SP;BRASIL;****;20/07/2014;19:30:00;0
51758;51758;51758;INCIDENTE;CAMPINAS;SP;BRASIL;SBKP;22/07/2014;19:35:00;0
51740;51740;51740;INCIDENTE;LAURO DE FREITAS;BA;BRASIL;SBSV;23/07/2014;19:48:00;0
52283;52283;52283;ACIDENTE;BARREIRAS;BA;BRASIL;****;24/07/2014;13:30:00;0
52300;52300;52300;INCIDENTE;CURITIBA;PR;BRASIL;****;24/07/2014;13:16:00;0
51751;51751;51751;ACIDENTE;NOVO PROGRESSO;PA;BRASIL;****;25/07/2014;11:53:00;0
52301;52301;52301;INCIDENTE;CONFINS;MG;BRASIL;SBCF;25/07/2014;21:40:00;0
